Tweet_ID,Created_Date,Text,Likes,Retweets,Elapsed (Hours),Like Score,Retweet Score
1407179034988101633,2021-06-22 03:30:00+05:30,You can now avail paperless and instant liquidity against your mutual funds through #ICICIBank ‘Insta Loan Against Mutual Funds’ facility in just a few simple clicks. Know more here: https://t.co/XjsPwoE6Ky https://t.co/YZMkECC1SQ,18,1,231.58772133694444,0.07772432793969772,0.004318018218872096
1406971666710863873,2021-06-21 13:46:00+05:30,"Millions of pre-approved customers of #ICICIBank can now shop online from their favourite website/app using their mobile number and PAN with the newly launched instant ‘Cardless EMI’ facility. Read more. #CardlessEMIForOnlineShopping
https://t.co/4ykgp1btSv",17,1,245.3210546702778,0.06929694649669896,0.0040762909703940566
1406944995655880705,2021-06-21 12:00:01+05:30,"Now, millions of pre-approved customers of #ICICIBank can purchase from their favourite website/app using the newly launched instant 'Cardless EMI' facility, using their mobile number and PAN. More here. #CardlessEMIForOnlineShopping
https://t.co/3oDYPI2fQU",16,2,247.08744355916667,0.06475440341900134,0.008094300427375167
1406937443543093263,2021-06-21 11:30:00+05:30,"#ICICIBank's newly launched instant 'Cardless EMI' facility will enable millions of pre-approved customers to avail of an EMI from their favourite website/app across multiple categories, using their mobile number &amp; PAN. #CardlessEMIForOnlineShopping
https://t.co/CKgDCYA566",16,1,247.58772133694444,0.06462356014103564,0.004038972508814727
1406928823141101569,2021-06-21 10:55:45+05:30,"From helping you transfer funds in a jiffy, to paying bills on-the-go, #iMobilePayByICICIBank is a one-of-a-kind facility that gives you the flexibility of banking with ease. #InternationalYogaDay #InternationalDayOfYoga https://t.co/4J3Tmop5Vl",382,18,248.15855467027777,1.5393384302530053,0.07253427158260235
1406923600012054534,2021-06-21 10:35:00+05:30,"#ICICIBank extends its ‘Cardless EMI’ facility for online purchases made on e-commerce platforms. It will enable customers to instantly buy products or services online through EMIs in just a few clicks. Learn more here. #CardlessEMIForOnlineShopping
https://t.co/ulR6xLJy7D",13,0,248.5043880036111,0.05231295955953539,0.0
1406899754617901056,2021-06-21 09:00:15+05:30,"Shopping online from your favorite website/app just got easier! Easily avail of an EMI with the #ICICIBank instant 'Cardless EMI' facility using your registered mobile number, PAN &amp; OTP.

Want to know how it works? Visit: https://t.co/q43kL7PIOr

#CardlessEMIForOnlineShopping https://t.co/BF1jzqH0sl",2350,134,250.08384362166666,9.396848536745704,0.5358202995420955
1406898106084384775,2021-06-21 08:53:42+05:30,"Presenting a new &amp; convenient way to shop online with instant 'Cardless EMI' facility. All you need is your

✅ Registered mobile number
✅ PAN
✅ OTP 

at the checkout section of the e-commerce website or app. More here: https://t.co/q43kL7PIOr

#CardlessEMIForOnlineShopping https://t.co/Ly5Ynxw7q6",2562,157,250.19301028833334,10.240094225843638,0.6275155321847975
1406894060346896388,2021-06-21 08:37:37+05:30,#JustIn: #ICICIBank introduces instant ‘Cardless EMI’ facility for online purchases made on e-commerce platforms. It will offer a hassle-free experience &amp; enhance the affordability of millions of the Bank's pre-approved customers. #CardlessEMIForOnlineShopping https://t.co/5WAf5FeJT0,3102,228,250.4610658438889,12.385158505767363,0.9103211280834812
1406650553099161612,2021-06-20 16:30:00+05:30,"Be cautious and do not share your bank details with anybody. Stay safe, stay secure with ICICI Bank. #iPledgeSafeBanking. 

More information on: https://t.co/AI9mfDyiRi https://t.co/E6CGKeyc2g",29,1,266.58801028833335,0.1087820865185741,0.003751106431674969
1406620352940216325,2021-06-20 14:30:00+05:30,"Get your financial health report with #ICICIBank #MoneyCoach! It analyses your financial transactions, monitors your income and expenses, keeps an eye on your credit card usage and evaluates your capability to repay loans. Know more: https://t.co/ftwx1HyU7k https://t.co/DFDWEFndEB",19,1,268.58801028833335,0.07074031331332777,0.0037231743849119874
1406590154458943491,2021-06-20 12:30:00+05:30,Always use a 'SECURED' Wi-Fi connection for using digital channels of banking or for making online transactions. Practice #SafeBanking! https://t.co/KVSGPy0mn0,21,0,270.58801028833335,0.07760876018720418,0.0
1406575054121586692,2021-06-20 11:30:00+05:30,ICICI Bank #iMobilePay app offers a fast and convenient way to complete UPI transactions seamlessly. Here’s a step-by-step guide to help you make UPI transactions using the ‘Scan to Pay’ option on the app. #BankFromHome #staysafebanksafe https://t.co/ZhFY2F5XtK,16,1,271.58801028833335,0.05891276269159852,0.0036820476682249076
